	CONTROLN	TARGET_B
396	160997	1
397	74527	0
398	95332	0
399	131097	1
400	53114	0
401	967	0
402	1995	0
403	181461	0
404	4537	0
405	162657	1
406	18311	0
407	190081	1
408	131682	1
409	3127	0
410	173677	1
411	134969	1
412	71191	1
413	63241	0
414	74745	0
415	2331	0
416	66156	0
417	19308	0
418	59044	0
419	55421	1
420	42047	0
421	78867	1
422	73446	1
423	102019	0
424	72801	0
425	160439	1
426	104030	0
427	114018	0
428	1453	0
429	46795	0
430	63504	1
431	31876	1
432	57434	0
433	66223	0
434	50695	1
435	71919	1
436	12558	1
437	70223	0
438	57780	1
439	48660	1
440	178512	0
441	35274	1
442	7077	0
443	108169	0
444	85646	0
445	66555	0
446	161043	1
447	87285	0
448	135107	0
449	25379	0
450	38560	0
451	35617	0
452	76612	1
453	157806	1
454	38900	0
455	101635	1
456	165886	0
457	54272	1
458	154367	0
459	75559	1
460	124742	0
461	99200	0
462	43681	0
463	186917	0
464	47979	0
465	44979	0
466	35529	1
467	167558	0
468	98657	1
469	5899	0
470	74160	1
471	39146	1
472	165740	1
473	94050	0
474	38666	1
475	163490	0
476	134899	0
477	13945	0
478	117603	0
479	102530	0
480	82599	1
481	6975	0
482	135624	0
483	35902	0
484	69749	0
485	40396	1
486	5200	1
487	153578	1
488	135649	1
489	92913	1
490	92020	1
491	20065	1
492	172286	0
493	77840	0
494	42392	0
495	4229	1
496	114152	0
497	121067	1
498	60958	1
499	155546	1
500	43801	1
501	105326	1
502	104659	0
503	9413	1
504	45864	1
505	117283	1
506	33603	1
507	22410	1
508	20096	0
509	125276	0
510	110270	1
511	114117	0
512	142999	0
513	24477	0
514	115694	0
515	85318	1
516	63136	0
517	114644	0
518	171627	0
519	106918	0
520	54665	0
521	55428	1
522	90653	1
523	86827	0
524	85300	0
525	41144	1
526	80840	1
527	54745	1
528	40974	1
529	39881	1
530	169137	0
531	139477	1
532	174884	0
533	185893	0
534	158534	1
535	39553	0
536	162109	0
537	98805	0
538	30761	1
539	142327	1
540	35390	0
541	2538	1
542	16712	0
543	173985	1
544	96779	1
545	10883	1
546	125498	1
547	10201	1
548	93448	0
549	60974	0
550	133290	0
551	37459	0
552	124197	0
553	73454	1
554	190667	0
555	190972	0
556	54114	1
557	159064	0
558	24593	1
559	5681	0
560	129470	0
561	185062	1
562	141633	1
563	80829	1
564	86938	1
565	125162	1
566	77380	1
567	45428	0
568	72763	1
569	30427	1
570	99836	0
571	52573	0
572	151820	1
573	39487	0
574	121478	0
575	131400	1
576	78061	1
577	32255	0
578	170730	0
579	78757	1
580	76041	1
581	66031	1
582	117929	1
583	166960	1
584	38103	1
585	114666	0
586	1930	0
587	31156	1
588	139533	1
589	20971	1
590	122135	1
591	20924	1
592	111273	1
593	3424	1
594	30522	0
595	7226	1
596	47768	1
597	60139	0
598	57250	0
599	123337	0
600	178366	0
601	174985	1
602	162846	1
603	148326	0
604	146690	1
605	19128	0
606	141826	1
607	151794	0
608	12158	0
609	101356	0
610	48340	1
611	130428	1
612	43	0
613	83177	1
614	85894	0
615	108008	1
616	167666	1
617	107613	1
618	181028	0
619	12338	1
620	176365	0
621	22189	1
622	63915	0
623	151037	1
624	102348	1
625	187153	0
626	15207	0
627	157816	0
628	143395	1
629	101372	0
630	78774	0
631	27007	1
632	143371	0
633	170174	0
634	74106	0
635	76291	0
636	25012	1
637	42877	1
638	6534	0
639	82099	0
640	119504	1
641	169947	1
642	63896	0
643	50927	1
644	111089	0
645	146058	0
646	105164	1
647	22798	1
648	109597	1
649	6529	0
650	173185	1
651	80916	1
652	72789	1
653	46998	0
654	22607	0
655	36326	1
656	176795	0
657	49035	1
658	124474	0
659	105933	0
660	23223	1
661	155965	1
662	29215	0
663	15119	0
664	21611	1
665	24329	0
666	174516	1
667	32850	1
668	55202	0
669	64520	0
670	41681	0
671	144358	1
672	167404	0
673	127063	1
674	45481	0
675	181828	0
676	108961	1
677	40593	0
678	123772	0
679	67257	1
680	119064	0
681	159429	0
682	43619	0
683	44869	1
684	27583	0
685	72211	1
686	184216	0
687	22013	0
688	160446	0
689	28690	0
690	171251	1
691	112504	0
692	119654	1
693	129080	1
694	173403	0
695	153417	0
696	50149	1
697	70509	1
698	36625	1
699	32975	0
700	174317	0
701	76597	1
702	31845	1
703	72970	0
704	184870	1
705	182861	0
706	151540	0
707	163998	1
708	138947	1
709	161251	0
710	121725	0
711	137654	0
712	145689	1
713	9009	1
714	144822	1
715	116942	1
716	157789	1
717	30985	1
718	35406	1
719	137690	1
720	51213	0
721	137098	0
722	71799	1
723	163942	1
724	101928	1
725	162252	1
726	398	1
727	1170	1
728	162174	1
729	113717	1
730	87277	0
731	102161	1
732	188882	0
733	18802	0
734	36053	0
735	153339	0
736	50689	1
737	142690	1
738	153581	0
739	176783	0
740	10511	1
741	76589	1
742	111384	1
743	5964	0
744	106517	1
745	123945	1
746	35713	1
747	51945	0
748	139534	1
749	98457	0
750	62748	1
751	127873	1
752	186753	1
753	109000	1
754	29941	0
755	114657	1
756	42414	0
757	54195	0
758	146433	1
759	190493	0
760	36810	1
761	168569	0
762	106646	0
763	81401	0
764	69824	0
765	154773	0
766	27650	0
767	105685	1
768	54644	1
769	175987	0
770	110110	0
771	42712	1
772	133188	0
773	27034	0
774	24308	0
775	117534	0
776	151428	0
777	75789	0
778	68883	0
779	130064	0
780	182699	1
781	38218	1
782	171567	0
783	125951	0
784	99225	0
785	54613	0
786	46994	0
787	19572	0
788	135139	1
789	106075	0
790	69682	1
791	125059	1
792	118670	0
793	60018	0
794	126103	1
795	140162	0
796	85466	0
797	159001	0
798	12549	0
799	77067	1
800	55011	1
801	12952	1
802	95813	1
803	105110	1
804	117801	1
805	5279	1
806	38364	0
807	108622	1
808	29856	0
809	83386	1
810	24926	1
811	86749	0
812	163494	1
813	136335	1
814	158151	0
815	140254	0
816	153978	0
817	169711	1
818	16023	0
819	92119	1
820	153046	0
821	85441	0
822	37038	1
823	34893	1
824	175713	0
825	38632	1
826	70293	0
827	167395	1
828	17773	1
829	105867	0
830	51597	1
831	182320	0
832	15474	1
833	53131	1
834	176472	1
835	182523	1
836	111380	0
837	1563	1
838	64969	1
839	61464	1
840	128190	1
841	181227	1
842	153429	1
843	57958	0
844	65903	0
845	40065	0
846	73444	1
847	160759	1
848	20194	0
849	154629	0
850	76052	0
851	33143	0
852	179909	0
853	106685	0
854	38194	0
855	64960	1
856	89568	0
857	20058	1
858	51177	0
859	140412	0
860	94000	1
861	136302	1
862	118783	0
863	20295	0
864	30422	0
865	114421	0
866	37599	1
867	37995	1
868	147445	1
869	137957	0
870	92881	1
871	160317	1
872	117416	1
873	19765	0
874	102105	1
875	7321	1
876	151924	0
877	176053	0
878	85135	0
879	47698	0
880	176968	1
881	66632	0
882	27223	1
883	33732	0
884	78083	1
885	179663	1
886	103946	0
887	73604	1
888	107018	0
889	18752	0
890	66036	0
891	55048	0
892	165398	1
893	118694	1
894	159624	0
895	83318	1
896	124191	0
897	171921	1
898	149699	0
899	78284	0
900	106829	1
901	75039	1
902	124573	0
903	98517	1
904	14233	0
905	32079	0
906	147835	1
907	160022	1
908	152203	0
909	48906	0
910	93830	1
911	95819	1
912	177383	1
913	53912	0
914	171700	1
915	189467	0
916	99758	0
917	117373	1
918	93458	1
919	151434	1
920	35042	1
921	168046	0
922	15734	0
923	155808	0
924	93310	0
925	35955	0
926	146124	1
927	53440	0
928	139438	1
929	169081	0
930	134510	0
931	31282	0
932	138827	1
933	189577	0
934	92762	1
935	67408	1
936	56106	1
937	151790	0
938	84404	1
939	176522	0
940	27522	0
941	7411	1
942	41061	1
943	91763	0
944	29751	0
945	33330	1
946	87750	1
947	137259	0
948	17028	1
949	143889	1
950	42216	0
951	49481	1
952	78708	1
953	133799	1
954	133710	1
955	60185	0
956	30710	1
957	42765	1
958	19971	0
959	165697	1
960	120497	0
961	7057	1
962	137724	1
963	167841	0
964	116890	0
965	147352	1
966	175759	0
967	95469	0
968	86627	0
969	14448	0
970	147975	0
971	25881	0
972	136921	0
973	118769	0
974	25023	0
975	169495	1
976	172896	1
977	132245	0
978	27387	1
979	59273	0
980	3599	0
981	28430	1
982	190225	0
983	190834	1
984	161168	0
985	190108	0
986	100259	1
987	153385	0
988	132705	0
989	72267	0
990	157508	1
991	16789	1
992	38161	0
993	27244	1
994	128158	0
995	44925	0
996	115732	1
997	162264	1
998	174708	0
999	129132	1
1000	146404	1
1001	70311	0
1002	7729	0
1003	150085	1
1004	58126	0
1005	110539	0
1006	101606	0
1007	8585	0
1008	104433	1
1009	27925	1
1010	64009	0
1011	43517	1
1012	61162	0
1013	32555	1
1014	136434	0
1015	129899	0
1016	34127	0
1017	59169	1
1018	40224	0
1019	49406	1
1020	176260	1
1021	92675	1
1022	3696	0
1023	26572	0
1024	91773	1
1025	99869	0
1026	113762	0
1027	156320	1
1028	124331	0
1029	148293	0
1030	119677	1
1031	98542	1
1032	135302	1
1033	61632	0
1034	134554	1
1035	18474	0
1036	155663	0
1037	77640	1
1038	124935	1
1039	7847	0
1040	68152	0
1041	161276	1
1042	60535	1
1043	86937	1
1044	44975	0
1045	72930	1
1046	31980	0
1047	21922	0
1048	159632	0
1049	122152	0
1050	161247	0
1051	125523	1
1052	25844	1
1053	113634	0
1054	145651	0
1055	14552	1
1056	52599	0
1057	57054	0
1058	29454	1
1059	96231	0
1060	112340	1
1061	59755	0
1062	76451	0
1063	86440	0
1064	165192	0
1065	33206	0
1066	171737	1
1067	125744	1
1068	132089	1
1069	18359	0
1070	47740	0
1071	148882	0
1072	144732	0
1073	5796	1
1074	58640	1
1075	48912	1
1076	114059	0
1077	79765	0
1078	23234	0
1079	177052	0
1080	21833	0
1081	22290	1
1082	169788	1
1083	53663	0
1084	117565	0
1085	116192	0
1086	88254	0
1087	147631	1
1088	163520	1
1089	189902	1
1090	58268	1
1091	27451	0
1092	174264	0
1093	93080	0
1094	131378	0
1095	149219	0
1096	104923	1
1097	58030	0
1098	161634	0
1099	64876	1
1100	948	0
1101	48928	1
1102	54589	1
1103	79184	0
1104	100707	1
1105	73694	1
1106	74319	1
1107	155195	0
1108	72510	0
1109	177626	0
1110	168267	0
1111	21826	1
1112	19940	0
1113	54260	0
1114	47402	0
1115	96102	0
1116	121402	1
1117	10422	0
1118	126431	1
1119	112301	0
1120	113803	1
1121	175845	1
1122	97835	1
1123	15327	1
1124	113699	1
1125	151176	1
1126	67228	1
1127	90658	1
1128	9460	0
1129	4234	1
1130	139159	1
1131	181045	1
1132	99890	0
1133	122899	1
1134	56367	0
1135	35137	1
1136	21774	1
1137	15459	1
1138	48707	0
1139	21333	1
1140	100885	1
1141	52173	0
1142	5959	0
1143	90397	1
1144	27921	1
1145	26349	0
1146	175854	0
1147	10001	0
1148	96454	0
1149	7000	1
1150	166091	1
1151	169799	1
1152	44469	0
1153	51521	0
1154	43798	0
1155	52461	0
1156	154131	0
1157	178377	0
1158	35026	1
1159	59310	0
1160	133668	1
1161	46490	1
1162	91877	1
1163	128044	1
1164	100287	0
1165	182395	0
1166	143070	1
1167	172314	0
1168	187159	0
1169	133374	1
1170	78805	1
1171	87147	0
1172	145531	1
1173	189563	1
1174	163696	1
1175	125242	1
1176	90383	1
1177	106730	0
1178	154192	1
1179	34425	0
1180	1635	0
1181	85396	0
1182	52772	0
1183	83276	0
1184	99410	0
1185	144967	1
1186	121341	1
1187	35283	1
1188	39695	1
1189	141486	0
1190	155587	1
1191	145806	0
1192	140716	0
1193	185213	0
1194	99142	0
1195	188089	0
1196	7162	1
1197	150640	0
1198	45600	1
1199	81686	0
1200	166060	0
1201	95454	0
1202	163950	1
1203	14048	0
1204	103829	1
1205	2764	0
1206	186535	1
1207	115863	0
1208	32167	0
1209	183910	0
1210	14018	0
1211	29117	0
1212	158548	0
1213	142650	1
1214	137573	1
1215	151492	0
1216	111339	0
1217	123655	0
1218	38435	0
1219	70833	0
1220	190057	0
1221	115271	1
1222	171397	0
1223	150082	1
1224	40094	0
1225	63960	0
1226	5607	1
1227	180904	1
1228	124061	1
1229	162488	1
1230	140169	0
1231	107492	0
1232	152770	1
1233	56573	0
1234	8195	0
1235	100087	0
1236	112392	0
1237	179486	0
1238	163937	1
1239	37936	1
1240	65065	1
1241	149874	1
1242	38859	1
1243	127392	0
1244	27685	1
1245	163578	1
1246	146620	0
1247	152531	1
1248	150799	1
1249	184234	0
1250	20017	1
1251	139217	0
1252	179227	0
1253	52476	0
1254	98334	0
1255	119733	1
1256	69051	0
1257	140313	0
1258	124322	0
1259	98390	0
1260	181513	1
1261	66541	0
1262	184384	0
1263	143329	1
1264	30430	0
1265	99594	1
1266	138713	1
1267	71	0
1268	15815	1
1269	37528	0
1270	191701	0
1271	38035	0
1272	169459	0
1273	120197	1
1274	159205	1
1275	5070	0
1276	137835	0
1277	40160	1
1278	78693	0
1279	47301	0
1280	178499	1
1281	116415	0
1282	136257	1
1283	26979	1
1284	161989	1
1285	16700	0
1286	17961	0
1287	182226	1
1288	124313	0
1289	52523	0
1290	26024	1
1291	148806	0
1292	185651	0
1293	110460	0
1294	22363	0
1295	149248	0
1296	111878	0
1297	46141	1
1298	87612	0
1299	114004	0
1300	101027	0
1301	99310	1
1302	89201	1
1303	48384	0
1304	126612	0
1305	104012	0
1306	127021	0
1307	135341	0
1308	154430	0
1309	97715	1
1310	13658	0
1311	190206	0
1312	97325	0
1313	33587	0
1314	178190	0
1315	92125	1
1316	47022	0
1317	101949	1
1318	146670	1
1319	184783	1
1320	170824	1
1321	187975	0
1322	187152	0
1323	51837	0
1324	170722	0
1325	190552	1
1326	189326	1
1327	36907	0
1328	19459	0
1329	133410	1
1330	60186	1
1331	154458	0
1332	12157	0
1333	44400	1
1334	20940	1
1335	64776	1
1336	7900	0
1337	3042	1
1338	160336	1
1339	155100	0
1340	45203	0
1341	4923	0
1342	6418	0
1343	153632	1
1344	51016	0
1345	132769	1
1346	143956	0
1347	146807	1
1348	98731	1
1349	95300	1
1350	177923	0
1351	70142	1
1352	10273	1
1353	37563	0
1354	34081	1
1355	92482	0
1356	98081	0
1357	122890	1
1358	117901	1
1359	174181	0
1360	146380	1
1361	68009	0
1362	164820	1
1363	50007	1
1364	93564	0
1365	178387	0
1366	29193	0
1367	85221	0
1368	152045	0
1369	106362	1
1370	35520	0
1371	69765	1
1372	177750	1
1373	84687	1
1374	62970	0
1375	11892	0
1376	174174	0
1377	92924	1
1378	39364	0
1379	103619	1
1380	187477	1
1381	179200	1
1382	133101	1
1383	189310	1
1384	145321	1
1385	35119	1
1386	15372	1
1387	55024	0
1388	184732	1
1389	87884	0
1390	20021	1
1391	163467	0
1392	189792	1
1393	115202	0
1394	103480	0
1395	144747	1
1396	93251	1
1397	183773	1
1398	110880	0
1399	36662	0
1400	54962	0
1401	21516	0
1402	57371	0
1403	82312	1
1404	13330	1
1405	168064	1
1406	150294	1
1407	89288	0
1408	52934	0
1409	83703	1
1410	176276	1
1411	91037	0
1412	148185	0
1413	182910	0
1414	184833	1
1415	81538	0
1416	161535	1
1417	154318	0
1418	6243	0
1419	174350	0
1420	13764	0
1421	127679	0
1422	148483	0
1423	114083	0
1424	118945	0
1425	130634	1
1426	2270	0
1427	162466	1
1428	42222	0
1429	152869	0
1430	108160	1
1431	29737	1
1432	88233	1
1433	128489	1
1434	170970	0
1435	155576	0
1436	45652	0
1437	25426	0
1438	111731	0
1439	176671	1
1440	116347	1
1441	150876	1
1442	44219	0
1443	96147	0
1444	182883	1
1445	41072	1
1446	54517	0
1447	67410	1
1448	3837	0
1449	147524	0
1450	74549	1
1451	163268	0
1452	54024	0
1453	106451	0
1454	143650	0
1455	151623	1
1456	85303	0
1457	143430	1
1458	138441	1
1459	8339	0
1460	96620	1
1461	76842	0
1462	106437	0
1463	33945	1
1464	111210	0
1465	99136	0
1466	913	0
1467	69880	1
1468	90354	0
1469	158848	1
1470	43705	0
1471	97137	0
1472	356	1
1473	112804	1
1474	77848	0
1475	65032	1
1476	43722	1
1477	37336	1
1478	167477	0
1479	89815	0
1480	120812	1
1481	9709	0
1482	23495	1
1483	132462	0
1484	62528	0
1485	165179	1
1486	131133	1
1487	149831	0
1488	150023	1
1489	50426	0
1490	8081	1
1491	100400	1
1492	46028	0
1493	95404	0
1494	8275	1
1495	76230	0
1496	177273	1
1497	28526	1
1498	122819	0
1499	10508	0
1500	130289	1
1501	29126	0
1502	170825	1
1503	39582	1
1504	49435	0
1505	17146	0
1506	72103	0
1507	102733	0
1508	186271	0
1509	126252	1
1510	177186	0
1511	111363	0
1512	133682	0
1513	76132	1
1514	181987	0
1515	81326	1
1516	144417	1
1517	104795	0
1518	11431	1
1519	33644	1
1520	13633	1
1521	191184	1
1522	84642	0
1523	17850	0
1524	181478	1
1525	127165	0
1526	184170	1
1527	153794	0
1528	20283	0
1529	191502	1
1530	127606	1
1531	97077	1
1532	130162	0
1533	178175	0
1534	104401	1
1535	178843	1
1536	75450	1
1537	104804	0
1538	11638	1
1539	160637	0
1540	188396	0
1541	163748	1
1542	124565	0
1543	55688	0
1544	47159	0
1545	166551	0
1546	189050	0
1547	69205	0
1548	105463	0
1549	37107	1
1550	39928	1
1551	168349	1
1552	119553	1
1553	18040	0
1554	151384	1
1555	70246	0
1556	15692	0
1557	82851	0
1558	4907	0
1559	89934	1
1560	175422	1
1561	24061	1
1562	157785	0
1563	173617	1
1564	49892	0
1565	185915	1
1566	6665	1
1567	164911	0
1568	1356	0
1569	44558	1
1570	123120	0
1571	99344	0
1572	80910	1
1573	97672	0
1574	100632	0
1575	189540	0
1576	24365	0
1577	46159	0
1578	31526	0
1579	46656	1
1580	128525	0
1581	158285	0
1582	7671	0
1583	74989	1
1584	69480	0
1585	184889	1
1586	159201	1
1587	182869	0
1588	180476	1
1589	51794	0
1590	116658	1
1591	30117	1
1592	48099	0
1593	143598	0
1594	109790	1
1595	147824	0
1596	162870	0
1597	53948	1
1598	153289	1
1599	8776	0
1600	31051	1
1601	68887	0
1602	157479	0
1603	22999	1
1604	64087	1
1605	93250	0
1606	513	0
1607	135277	0
1608	65992	0
1609	102898	1
1610	95489	0
1611	152021	1
1612	190672	1
1613	27561	0
1614	167688	0
1615	106195	0
1616	75795	0
1617	169944	1
1618	114953	0
1619	36960	0
1620	92152	1
1621	138053	0
1622	50752	1
1623	146332	1
1624	103428	1
1625	143815	0
1626	132122	0
1627	23326	1
1628	168753	0
1629	127939	1
1630	144141	1
1631	87573	0
1632	81710	0
1633	147725	0
1634	162274	0
1635	13938	0
1636	114098	0
1637	132448	1
1638	45868	0
1639	147083	0
1640	130571	1
1641	36143	1
1642	169805	0
1643	110119	0
1644	170143	1
1645	113669	1
1646	124818	0
1647	98459	0
1648	139735	1
1649	179838	0
1650	84514	1
1651	169237	0
1652	148908	0
1653	46123	1
1654	1226	0
1655	159689	0
1656	33417	1
1657	24740	0
1658	47161	1
1659	130581	1
1660	127293	1
1661	76494	1
1662	159469	0
1663	136219	1
1664	109741	0
1665	136136	0
1666	134217	1
1667	62471	1
1668	167711	1
1669	138409	1
1670	171614	1
1671	190272	1
1672	83026	1
1673	107345	0
1674	187895	0
1675	42895	1
1676	52257	0
1677	180685	1
1678	138899	0
1679	5409	1
1680	20158	0
1681	26555	1
1682	49697	1
1683	185808	1
1684	133514	0
1685	163140	1
1686	133087	0
1687	63064	0
1688	10643	1
1689	87311	0
1690	187135	0
1691	186054	1
1692	173515	1
1693	163411	1
1694	139925	1
1695	170610	1
1696	39550	0
1697	92749	1
1698	20220	1
1699	14411	0
1700	87269	0
1701	32853	0
1702	105700	0
1703	115951	1
1704	104107	1
1705	157181	1
1706	110908	0
1707	148182	0
1708	168	1
1709	59159	1
1710	135141	1
1711	114	0
1712	170139	0
1713	68019	1
1714	69927	1
1715	57076	1
1716	2739	0
1717	183424	0
1718	70703	1
1719	30577	1
1720	144805	0
1721	99813	0
1722	153803	1
1723	147964	0
1724	87316	0
1725	48473	0
1726	133171	0
1727	190173	1
1728	141682	0
1729	85299	0
1730	103707	0
1731	79223	1
1732	176410	0
1733	180868	1
1734	136153	0
1735	172268	1
1736	158691	1
1737	13307	0
1738	53576	1
1739	146201	1
1740	140268	1
1741	69685	0
1742	64829	0
1743	76663	1
1744	177282	1
1745	28229	1
1746	62816	0
1747	100374	0
1748	158487	1
1749	21691	0
1750	107741	0
1751	172774	1
1752	181907	1
1753	176629	0
1754	26690	0
1755	138945	1
1756	80940	0
1757	184559	1
1758	45687	1
1759	136972	1
1760	174946	1
1761	103124	0
1762	55720	1
1763	15139	1
1764	75445	1
1765	114854	0
1766	81162	1
1767	59876	0
1768	6788	1
1769	10388	0
1770	151206	0
1771	130437	1
1772	56993	0
1773	183993	0
1774	128296	0
1775	147494	1
1776	16533	0
1777	19680	0
1778	124043	0
1779	167749	1
1780	115411	0
1781	135174	0
1782	70439	0
1783	10880	1
1784	14756	0
1785	155677	1
1786	14516	1
1787	28668	0
1788	179294	1
1789	160803	0
1790	18364	0
1791	153309	1
1792	116498	1
1793	111961	1
1794	107804	1
1795	128180	1
1796	70958	1
1797	110042	0
1798	31153	1
1799	145955	0
1800	179151	1
1801	170542	0
1802	167578	0
1803	104577	0
1804	37786	0
1805	129577	0
1806	170937	1
1807	34918	0
1808	178084	0
1809	168592	1
1810	109453	0
1811	7323	1
1812	157689	1
1813	173028	0
1814	189460	1
1815	155945	1
1816	5255	1
1817	27009	0
1818	170668	1
1819	133683	1
1820	98404	0
1821	29831	1
1822	112970	1
1823	17837	1
1824	65490	0
1825	158178	1
1826	169682	0
1827	34826	0
1828	27774	0
1829	94582	0
1830	148051	1
1831	117456	0
1832	23291	0
1833	72038	0
1834	187981	0
1835	88600	1
1836	77641	1
1837	90819	0
1838	15391	0
1839	115747	1
1840	155888	1
1841	23288	0
1842	68064	0
1843	129645	0
1844	177010	1
1845	191405	1
1846	136944	0
1847	60627	0
1848	150473	1
1849	11183	1
1850	51823	1
1851	100812	1
1852	137347	1
1853	106375	0
1854	143608	0
1855	68821	0
1856	3705	0
1857	528	1
1858	90782	0
1859	19845	1
1860	184957	0
1861	92317	1
1862	93296	0
1863	141789	0
1864	85089	1
1865	39294	0
1866	102780	0
1867	23751	0
1868	181118	1
1869	68137	0
1870	33860	1
1871	84948	0
